"AvailabilityZone","BilledCost","BillingAccountId","BillingAccountName","BillingCurrency","BillingPeriodEnd","BillingPeriodStart","ChargeCategory","ChargeClass","ChargeDescription","ChargeFrequency","ChargePeriodEnd","ChargePeriodStart","CommitmentDiscountCategory","CommitmentDiscountId","CommitmentDiscountName","CommitmentDiscountStatus","CommitmentDiscountType","ConsumedQuantity","ConsumedUnit","ContractedCost","ContractedUnitPrice","EffectiveCost","InvoiceIssuerName","ListCost","ListUnitPrice","PricingCategory","PricingQuantity","PricingUnit","ProviderName","PublisherName","RegionId","RegionName","ResourceId","ResourceName","ResourceType","ServiceCategory","Id","ServiceName","SkuId","SkuPriceId","SubAccountId","SubAccountName","Tags"
"us-west-2b",0.00000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.00 for 480 Mbps per m5.large instance-hour (or partial hour)","Usage-Based","2024-09-09 06:00:00","2024-09-09 05:00:00",NULL,NULL,NULL,NULL,NULL,1.000000000000000,"Hours",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000000,"0","Standard",1.00000000000,"Hours","AWS","Amazon Web Services, Inc.","us-west-2","US West (Oregon)","i-01287f21l1al9041l",NULL,NULL,"Storage",2080,"Amazon Elastic Compute Cloud","CV5S3QJ2UJAGVWG7","CV5S3QJ2UJAGVWG7.JRTCKXETXF.6YS6EN2CT7","69918885631","Odyssey Horizon","{""application"": ""EvolveVaultCentral"", ""environment"": ""dev"", ""business_unit"": ""ChicagoIT""}"
NULL,0.00001330770,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB","Usage-Based","2024-09-20 07:00:00","2024-09-20 06:00:00",NULL,NULL,NULL,NULL,NULL,0.001330766800000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00001330770,"0.01","Standard",0.00133076680,"GB","AWS","Amazon Web Services, Inc.","us-east-1","US East (N. Virginia)","i-0l24b947942bl301a",NULL,NULL,"Compute",2357,"Amazon Elastic Compute Cloud","PNUBVW4CPC8XA46W","PNUBVW4CPC8XA46W.JRTCKXETXF.6YS6EN2CT7","11353890204","Atlas Orion","{""application"": ""BrightPathMatrix"", ""environment"": ""dev"", ""business_unit"": ""PeoriaData""}"
NULL,0.00000088960,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier","Usage-Based","2024-09-13 13:00:00","2024-09-13 12:00:00",NULL,NULL,NULL,NULL,NULL,0.000009884100000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000088960,"0.09","Standard",0.00000988410,"GB","AWS","Amazon Web Services, Inc.","us-west-2","US West (Oregon)","arn:ats:els:us-test-2:365499461711:tasf/faferlSfimmEmi-prol1/ea7b29994139434698e9a40845lba173",NULL,NULL,"Other",2877,"Amazon Elastic Container Service","5M4327XEUKBBTWAT","5M4327XEUKBBTWAT.JRTCKXETXF.Q3Z75P77EN","18938484842","Orion Zenith",NULL
NULL,0.00000000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.000 per GB - data transfer in per month","Usage-Based","2024-09-09 14:00:00","2024-09-09 13:00:00",NULL,NULL,NULL,NULL,NULL,0.000000212300000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000000,"0","Standard",0.00000021230,"GB","AWS","Amazon Web Services, Inc.","us-west-2","External","arn:ats:rls:us-test-2:961082193871:lf:terraborc-20180918211143281500000001",NULL,NULL,"Databases",3950,"Amazon Relational Database Service","HSRFWQ3TJGWVZ2EK","HSRFWQ3TJGWVZ2EK.JRTCKXETXF.6YS6EN2CT7","69918885631","Odyssey Horizon","{""application"": ""ZoomBridgeInsight"", ""environment"": ""prod"", ""business_unit"": ""BangkokAI""}"
NULL,0.00000000200,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.02 per GB - US East (Northern Virginia) data transfer to Asia Pacific (Seoul)","Usage-Based","2024-09-14 21:00:00","2024-09-14 20:00:00",NULL,NULL,NULL,NULL,NULL,0.000000100600000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00000000200,"0.02","Standard",0.00000010060,"GB","AWS","Amazon Web Services, Inc.","us-east-1","US East (N. Virginia)",NULL,NULL,"bucket","Storage",4481,"Amazon Simple Storage Service","Y8HYRU3BZZ4QFJHH","Y8HYRU3BZZ4QFJHH.JRTCKXETXF.6YS6EN2CT7","31708171669","Atlas Voyager","{""application"": ""SyncPulseSphere"", ""environment"": ""dev"", ""business_unit"": ""SacramentoData""}"
NULL,0.00000012200,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier","Usage-Based","2024-09-18 10:00:00","2024-09-18 09:00:00",NULL,NULL,NULL,NULL,NULL,0.000001356000000,"GB",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services Canada, Inc.",0.00000012200,"0.09","Standard",0.00000135600,"GB","AWS","Amazon Web Services Canada, Inc.","us-east-2","US East (Ohio)","arn:ats:emastilmoalfamanling:us-east-2:941737603089:moalfamanler/net/a6l4l92f324al440188l2ll5l6ll89af/e1691beleaa75ffb",NULL,NULL,"Networking",4691,"Elastic Load Balancing","36H7S3NU9B7S3UT5","36H7S3NU9B7S3UT5.JRTCKXETXF.Q3Z75P77EN","28975285017","Zenith Zenith",NULL
NULL,0.04500000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.045 per NAT Gateway Hour","Usage-Based","2024-09-15 07:00:00","2024-09-15 06:00:00",NULL,NULL,NULL,NULL,NULL,1.000000000000000,"Hours",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.04500000000,"0.045","Standard",1.00000000000,"Hours","AWS","Amazon Web Services, Inc.","us-west-2","US West (Oregon)","arn:ats:el2:us-test-2:523718254622:natgatetal/nat-0e0051f82bl2fa25a",NULL,NULL,"Compute",5396,"Amazon Elastic Compute Cloud","44T683R45QPT8RYQ","44T683R45QPT8RYQ.JRTCKXETXF.6YS6EN2CT7","38762433100","Horizon Nimbus","{""application"": ""FastCloudPath"", ""environment"": ""prod"", ""business_unit"": ""OsloEngineering""}"
NULL,0.00223000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.01 per 1,000 requests","Usage-Based","2024-09-01 04:00:00","2024-09-01 03:00:00",NULL,NULL,NULL,NULL,NULL,223.000000000000000,"Requests",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00223000000,"0.00001","Standard",223.00000000000,"Requests","AWS","Amazon Web Services, Inc.","eu-central-1","EU (Frankfurt)",NULL,NULL,NULL,"Management and Governance",9073,"AmazonCloudWatch","56AV46QM2UTHJB3Y","56AV46QM2UTHJB3Y.JRTCKXETXF.6YS6EN2CT7","83450778704","Eclipse Apollo",NULL
NULL,0.01577000000,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.01 per 1,000 metrics requested using GetMetricData API - US West (Oregon)","Usage-Based","2024-09-29 20:00:00","2024-09-29 19:00:00",NULL,NULL,NULL,NULL,NULL,1577.000000000000000,"Metrics",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.01577000000,"0.00001","Standard",1577.00000000000,"Metrics","AWS","Amazon Web Services, Inc.","us-west-2","US West (Oregon)",NULL,NULL,NULL,"Management and Governance",9912,"AmazonCloudWatch","3JXC85ZZR3FKV6TZ","3JXC85ZZR3FKV6TZ.JRTCKXETXF.6YS6EN2CT7","53610183123","Eclipse Pioneer",NULL
NULL,0.00271666500,"1234567890123","SunBird","USD","2024-10-01 00:00:00","2024-09-01 00:00:00","Usage",NULL,"$0.005 per In-use public IPv4 address per hour","Usage-Based","2024-09-30 21:00:00","2024-09-30 20:00:00",NULL,NULL,NULL,NULL,NULL,0.543333000000000,"Hours",0.00000000000,0.00000000000,0.00000000000,"Amazon Web Services, Inc.",0.00271666500,"0.005","Standard",0.54333300000,"Hours","AWS","Amazon Web Services, Inc.","us-east-1","US East (N. Virginia)","arn:ats:el2:us-east-1:391835788720:nettorf-interbale/eni-0b07el40b1e2l850l",NULL,NULL,"Networking",10986,"Amazon Virtual Private Cloud","4GQUNXTFWVSGPUZK","4GQUNXTFWVSGPUZK.JRTCKXETXF.6YS6EN2CT7","11353890204","Atlas Orion",NULL
